192.168.1.108,e84e06200f3b,22.28,44.25,2015-04-18 16:39:52
192.168.1.118,e84e06201c5d,20.02,54.73,2015-04-18 16:39:52
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:39:53
192.168.1.116,e84e06202f97,21.04,53.23,2015-04-18 16:40:14
192.168.1.108,e84e06200f3b,22.28,44.25,2015-04-18 16:40:24
192.168.1.118,e84e06201c5d,19.92,54.78,2015-04-18 16:40:25
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:40:25
192.168.1.116,e84e06202f97,21.06,53.27,2015-04-18 16:40:47
192.168.1.108,e84e06200f3b,22.28,44.25,2015-04-18 16:40:57
192.168.1.118,e84e06201c5d,19.87,54.94,2015-04-18 16:40:57
192.168.1.105,e84e0626b99c,21.22,45.19,2015-04-18 16:40:58
192.168.1.116,e84e06202f97,21.07,53.27,2015-04-18 16:41:20
192.168.1.108,e84e06200f3b,22.28,44.29,2015-04-18 16:41:30
192.168.1.118,e84e06201c5d,19.9,54.91,2015-04-18 16:41:30
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:41:31
192.168.1.109,7cdd904a685c,19.54,51.33,2015-04-18 16:41:37
192.168.1.116,e84e06202f97,21.07,53.27,2015-04-18 16:41:50
192.168.1.108,e84e06200f3b,22.28,44.25,2015-04-18 16:42:03
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:42:04
192.168.1.118,e84e06201c5d,19.98,54.63,2015-04-18 16:42:05
192.168.1.110,7cdd907a7166,17.24,52.66,2015-04-18 16:42:09
192.168.1.120,aca21339ce2f,17.34,40.53,2015-04-18 16:42:12
192.168.1.121,aca21339cf83,17.17,40.1,2015-04-18 16:42:16
192.168.1.116,e84e06202f97,21.08,53.27,2015-04-18 16:42:23
192.168.1.108,e84e06200f3b,22.27,44.25,2015-04-18 16:42:35
192.168.1.105,e84e0626b99c,21.2,45.23,2015-04-18 16:42:36
192.168.1.118,e84e06201c5d,19.96,54.76,2015-04-18 16:42:38
192.168.1.116,e84e06202f97,21.08,53.27,2015-04-18 16:42:56
192.168.1.108,e84e06200f3b,22.28,44.25,2015-04-18 16:43:08
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:43:09
192.168.1.118,e84e06201c5d,19.98,54.7,2015-04-18 16:43:11
192.168.1.116,e84e06202f97,21.1,53.34,2015-04-18 16:43:28
192.168.1.108,e84e06200f3b,22.26,44.25,2015-04-18 16:43:41
192.168.1.105,e84e0626b99c,21.2,45.23,2015-04-18 16:43:42
192.168.1.118,e84e06201c5d,19.95,54.72,2015-04-18 16:43:44
192.168.1.116,e84e06202f97,21.11,53.31,2015-04-18 16:44:01
192.168.1.108,e84e06200f3b,22.26,44.28,2015-04-18 16:44:13
192.168.1.105,e84e0626b99c,21.22,45.23,2015-04-18 16:44:15
192.168.1.118,e84e06201c5d,20,54.6,2015-04-18 16:44:17
192.168.1.116,e84e06202f97,21.11,53.34,2015-04-18 16:44:34
192.168.1.109,7cdd904a685c,19.54,51.41,2015-04-18 16:44:37
192.168.1.108,e84e06200f3b,22.27,44.28,2015-04-18 16:44:46
192.168.1.118,e84e06201c5d,19.96,54.63,2015-04-18 16:44:50
192.168.1.105,e84e0626b99c,21.2,45.23,2015-04-18 16:44:54
192.168.1.116,e84e06202f97,21.12,53.34,2015-04-18 16:45:06
192.168.1.110,7cdd907a7166,17.27,54.77,2015-04-18 16:45:10
192.168.1.120,aca21339ce2f,17.35,40.53,2015-04-18 16:45:12
192.168.1.121,aca21339cf83,17.17,40.14,2015-04-18 16:45:17
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:45:19
192.168.1.118,e84e06201c5d,19.93,54.88,2015-04-18 16:45:22
192.168.1.105,e84e0626b99c,21.2,45.23,2015-04-18 16:45:27
192.168.1.116,e84e06202f97,21.13,53.34,2015-04-18 16:45:39
192.168.1.108,e84e06200f3b,22.27,44.33,2015-04-18 16:45:52
192.168.1.118,e84e06201c5d,19.87,54.91,2015-04-18 16:45:59
192.168.1.105,e84e0626b99c,21.2,45.27,2015-04-18 16:46:00
192.168.1.116,e84e06202f97,21.13,53.34,2015-04-18 16:46:12
192.168.1.108,e84e06200f3b,22.27,44.28,2015-04-18 16:46:24
192.168.1.105,e84e0626b99c,21.19,45.23,2015-04-18 16:46:32
192.168.1.118,e84e06201c5d,19.86,55.07,2015-04-18 16:46:32
192.168.1.116,e84e06202f97,21.14,53.37,2015-04-18 16:46:45
192.168.1.108,e84e06200f3b,22.27,44.33,2015-04-18 16:46:57
192.168.1.105,e84e0626b99c,21.21,45.27,2015-04-18 16:47:05
192.168.1.118,e84e06201c5d,19.83,55.06,2015-04-18 16:47:07
192.168.1.116,e84e06202f97,21.15,53.34,2015-04-18 16:47:15
192.168.1.108,e84e06200f3b,22.27,44.28,2015-04-18 16:47:30
192.168.1.109,7cdd904a685c,19.57,51.49,2015-04-18 16:47:37
192.168.1.105,e84e0626b99c,21.2,45.27,2015-04-18 16:47:38
192.168.1.118,e84e06201c5d,19.8,55.25,2015-04-18 16:47:40
192.168.1.116,e84e06202f97,21.16,53.38,2015-04-18 16:47:47
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:48:03
192.168.1.110,7cdd907a7166,17.24,53.95,2015-04-18 16:48:10
192.168.1.105,e84e0626b99c,21.2,45.3,2015-04-18 16:48:10
192.168.1.118,e84e06201c5d,19.79,55.16,2015-04-18 16:48:12
192.168.1.120,aca21339ce2f,17.35,40.54,2015-04-18 16:48:12
192.168.1.121,aca21339cf83,17.17,40.16,2015-04-18 16:48:17
192.168.1.116,e84e06202f97,21.16,53.38,2015-04-18 16:48:20
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:48:35
192.168.1.105,e84e0626b99c,21.2,45.27,2015-04-18 16:48:40
192.168.1.118,e84e06201c5d,19.8,55.32,2015-04-18 16:48:45
192.168.1.116,e84e06202f97,21.17,53.38,2015-04-18 16:48:53
192.168.1.108,e84e06200f3b,22.27,44.33,2015-04-18 16:49:08
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:49:13
192.168.1.118,e84e06201c5d,19.79,55.25,2015-04-18 16:49:18
192.168.1.116,e84e06202f97,21.19,53.38,2015-04-18 16:49:26
192.168.1.108,e84e06200f3b,22.27,44.33,2015-04-18 16:49:41
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:49:46
192.168.1.118,e84e06201c5d,19.78,55.31,2015-04-18 16:49:50
192.168.1.116,e84e06202f97,21.19,53.38,2015-04-18 16:49:58
192.168.1.108,e84e06200f3b,22.27,44.33,2015-04-18 16:50:15
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:50:18
192.168.1.118,e84e06201c5d,19.81,55.22,2015-04-18 16:50:23
192.168.1.116,e84e06202f97,21.2,53.38,2015-04-18 16:50:31
192.168.1.109,7cdd904a685c,19.57,51.49,2015-04-18 16:50:37
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:50:48
192.168.1.105,e84e0626b99c,21.18,45.27,2015-04-18 16:50:51
192.168.1.118,e84e06201c5d,19.83,55.13,2015-04-18 16:50:56
192.168.1.116,e84e06202f97,21.21,53.41,2015-04-18 16:51:04
192.168.1.110,7cdd907a7166,17.26,55.39,2015-04-18 16:51:11
192.168.1.120,aca21339ce2f,17.35,40.53,2015-04-18 16:51:13
192.168.1.121,aca21339cf83,17.18,40.16,2015-04-18 16:51:18
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:51:21
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:51:24
192.168.1.118,e84e06201c5d,19.84,55.1,2015-04-18 16:51:29
192.168.1.116,e84e06202f97,21.22,53.42,2015-04-18 16:51:37
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:51:53
192.168.1.105,e84e0626b99c,21.18,45.27,2015-04-18 16:51:56
192.168.1.118,e84e06201c5d,19.9,55.01,2015-04-18 16:52:01
192.168.1.116,e84e06202f97,21.22,53.42,2015-04-18 16:52:09
192.168.1.108,e84e06200f3b,22.24,44.32,2015-04-18 16:52:28
192.168.1.105,e84e0626b99c,21.2,45.3,2015-04-18 16:52:29
192.168.1.118,e84e06201c5d,19.97,54.82,2015-04-18 16:52:34
192.168.1.116,e84e06202f97,21.22,53.38,2015-04-18 16:52:42
192.168.1.108,e84e06200f3b,22.24,44.32,2015-04-18 16:53:01
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:53:04
192.168.1.118,e84e06201c5d,19.96,54.76,2015-04-18 16:53:08
192.168.1.116,e84e06202f97,21.24,53.39,2015-04-18 16:53:15
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:53:34
192.168.1.105,e84e0626b99c,21.19,45.27,2015-04-18 16:53:36
192.168.1.109,7cdd904a685c,19.56,51.62,2015-04-18 16:53:38
192.168.1.118,e84e06201c5d,19.97,54.66,2015-04-18 16:53:40
192.168.1.116,e84e06202f97,21.25,53.42,2015-04-18 16:53:48
192.168.1.108,e84e06200f3b,22.24,44.32,2015-04-18 16:54:06
192.168.1.105,e84e0626b99c,21.19,45.3,2015-04-18 16:54:09
192.168.1.110,7cdd907a7166,17.21,52.05,2015-04-18 16:54:11
192.168.1.118,e84e06201c5d,19.88,55.23,2015-04-18 16:54:13
192.168.1.120,aca21339ce2f,17.36,40.56,2015-04-18 16:54:13
192.168.1.121,aca21339cf83,17.18,40.18,2015-04-18 16:54:18
192.168.1.116,e84e06202f97,21.26,53.39,2015-04-18 16:54:20
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:54:39
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 16:54:42
192.168.1.118,e84e06201c5d,19.86,54.91,2015-04-18 16:54:46
192.168.1.116,e84e06202f97,21.26,53.42,2015-04-18 16:54:53
192.168.1.108,e84e06200f3b,22.26,44.33,2015-04-18 16:55:12
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 16:55:15
192.168.1.118,e84e06201c5d,19.84,55.03,2015-04-18 16:55:19
192.168.1.116,e84e06202f97,21.26,53.42,2015-04-18 16:55:26
192.168.1.108,e84e06200f3b,22.24,44.32,2015-04-18 16:55:45
192.168.1.105,e84e0626b99c,21.19,45.34,2015-04-18 16:55:47
192.168.1.118,e84e06201c5d,19.81,55.29,2015-04-18 16:55:51
192.168.1.116,e84e06202f97,21.25,53.42,2015-04-18 16:55:59
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:56:17
192.168.1.105,e84e0626b99c,21.18,45.3,2015-04-18 16:56:20
192.168.1.118,e84e06201c5d,19.76,55.25,2015-04-18 16:56:24
192.168.1.116,e84e06202f97,21.28,53.42,2015-04-18 16:56:31
192.168.1.109,7cdd904a685c,19.6,51.6,2015-04-18 16:56:38
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:56:50
192.168.1.105,e84e0626b99c,21.18,45.3,2015-04-18 16:56:53
192.168.1.118,e84e06201c5d,19.79,55.22,2015-04-18 16:56:57
192.168.1.116,e84e06202f97,21.28,53.42,2015-04-18 16:57:04
192.168.1.110,7cdd907a7166,17.21,51.68,2015-04-18 16:57:12
192.168.1.120,aca21339ce2f,17.35,40.6,2015-04-18 16:57:16
192.168.1.121,aca21339cf83,17.18,40.19,2015-04-18 16:57:18
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:57:23
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 16:57:25
192.168.1.118,e84e06201c5d,19.79,55.25,2015-04-18 16:57:30
192.168.1.116,e84e06202f97,21.28,53.42,2015-04-18 16:57:37
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:57:55
192.168.1.105,e84e0626b99c,21.18,45.3,2015-04-18 16:57:58
192.168.1.118,e84e06201c5d,19.78,55.25,2015-04-18 16:58:02
192.168.1.116,e84e06202f97,21.28,53.39,2015-04-18 16:58:09
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:58:28
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 16:58:31
192.168.1.118,e84e06201c5d,19.82,55.26,2015-04-18 16:58:35
192.168.1.116,e84e06202f97,21.3,53.43,2015-04-18 16:58:42
192.168.1.108,e84e06200f3b,22.25,44.33,2015-04-18 16:59:01
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 16:59:03
192.168.1.118,e84e06201c5d,19.8,55.57,2015-04-18 16:59:08
192.168.1.116,e84e06202f97,21.3,53.43,2015-04-18 16:59:15
192.168.1.108,e84e06200f3b,22.24,44.37,2015-04-18 16:59:34
192.168.1.105,e84e0626b99c,21.18,45.3,2015-04-18 16:59:36
192.168.1.109,7cdd904a685c,19.42,51.92,2015-04-18 16:59:39
192.168.1.118,e84e06201c5d,19.88,55.07,2015-04-18 16:59:41
192.168.1.116,e84e06202f97,21.31,53.39,2015-04-18 16:59:47
192.168.1.108,e84e06200f3b,22.25,44.37,2015-04-18 17:00:06
192.168.1.105,e84e0626b99c,21.17,45.34,2015-04-18 17:00:09
192.168.1.110,7cdd907a7166,17.24,53.43,2015-04-18 17:00:12
192.168.1.118,e84e06201c5d,19.88,55.13,2015-04-18 17:00:13
192.168.1.120,aca21339ce2f,17.35,40.6,2015-04-18 17:00:16
192.168.1.121,aca21339cf83,17.18,40.23,2015-04-18 17:00:19
192.168.1.116,e84e06202f97,21.32,53.43,2015-04-18 17:00:20
192.168.1.108,e84e06200f3b,22.25,44.37,2015-04-18 17:00:39
192.168.1.105,e84e0626b99c,21.18,45.34,2015-04-18 17:00:41
192.168.1.118,e84e06201c5d,20.16,54.59,2015-04-18 17:00:46
192.168.1.116,e84e06202f97,21.33,53.4,2015-04-18 17:00:53
192.168.1.108,e84e06200f3b,22.24,44.37,2015-04-18 17:01:12
192.168.1.105,e84e0626b99c,21.17,45.34,2015-04-18 17:01:14
192.168.1.118,e84e06201c5d,20.24,54.21,2015-04-18 17:01:19
192.168.1.116,e84e06202f97,21.33,53.43,2015-04-18 17:01:26
192.168.1.108,e84e06200f3b,22.25,44.4,2015-04-18 17:01:45
192.168.1.105,e84e0626b99c,21.18,45.3,2015-04-18 17:01:47
192.168.1.118,e84e06201c5d,20.26,53.82,2015-04-18 17:01:52
192.168.1.116,e84e06202f97,21.35,53.43,2015-04-18 17:01:58
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:02:18
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 17:02:19
192.168.1.118,e84e06201c5d,20.28,55.28,2015-04-18 17:02:24
192.168.1.116,e84e06202f97,21.34,53.43,2015-04-18 17:02:31
192.168.1.109,7cdd904a685c,19.54,51.61,2015-04-18 17:02:39
192.168.1.108,e84e06200f3b,22.24,44.37,2015-04-18 17:02:50
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 17:02:52
192.168.1.118,e84e06201c5d,20.52,53.85,2015-04-18 17:02:57
192.168.1.116,e84e06202f97,21.36,53.4,2015-04-18 17:03:04
192.168.1.110,7cdd907a7166,17.22,51.29,2015-04-18 17:03:12
192.168.1.120,aca21339ce2f,17.35,40.6,2015-04-18 17:03:17
192.168.1.121,aca21339cf83,17.18,40.23,2015-04-18 17:03:19
192.168.1.108,e84e06200f3b,22.26,44.4,2015-04-18 17:03:23
192.168.1.105,e84e0626b99c,21.16,45.34,2015-04-18 17:03:25
192.168.1.118,e84e06201c5d,20.56,53.4,2015-04-18 17:03:30
192.168.1.116,e84e06202f97,21.36,53.43,2015-04-18 17:03:36
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:03:56
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 17:03:57
192.168.1.118,e84e06201c5d,20.46,53.52,2015-04-18 17:04:03
192.168.1.116,e84e06202f97,21.37,53.4,2015-04-18 17:04:09
192.168.1.108,e84e06200f3b,22.25,44.4,2015-04-18 17:04:28
192.168.1.105,e84e0626b99c,21.18,45.34,2015-04-18 17:04:30
192.168.1.118,e84e06201c5d,20.34,54.09,2015-04-18 17:04:35
192.168.1.116,e84e06202f97,21.37,53.4,2015-04-18 17:04:42
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:05:01
192.168.1.105,e84e0626b99c,21.17,45.3,2015-04-18 17:05:03
192.168.1.118,e84e06201c5d,20.37,54.94,2015-04-18 17:05:08
192.168.1.116,e84e06202f97,21.38,53.4,2015-04-18 17:05:15
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:05:34
192.168.1.105,e84e0626b99c,21.16,45.34,2015-04-18 17:05:35
192.168.1.109,7cdd904a685c,19.51,51.7,2015-04-18 17:05:39
192.168.1.118,e84e06201c5d,21.13,58.11,2015-04-18 17:05:41
192.168.1.116,e84e06202f97,21.4,53.4,2015-04-18 17:05:47
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:06:06
192.168.1.105,e84e0626b99c,21.17,45.34,2015-04-18 17:06:08
192.168.1.110,7cdd907a7166,17.21,49.17,2015-04-18 17:06:13
192.168.1.118,e84e06201c5d,26.61,42.77,2015-04-18 17:06:13
192.168.1.120,aca21339ce2f,17.35,40.63,2015-04-18 17:06:17
192.168.1.121,aca21339cf83,17.18,40.26,2015-04-18 17:06:20
192.168.1.116,e84e06202f97,21.4,53.4,2015-04-18 17:06:20
192.168.1.108,e84e06200f3b,22.23,44.4,2015-04-18 17:06:39
192.168.1.105,e84e0626b99c,21.16,45.34,2015-04-18 17:06:41
192.168.1.118,e84e06201c5d,29.9,36,2015-04-18 17:06:46
192.168.1.116,e84e06202f97,21.39,53.44,2015-04-18 17:06:53
192.168.1.108,e84e06200f3b,22.24,44.44,2015-04-18 17:07:11
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:07:14
192.168.1.118,e84e06201c5d,29.34,35.52,2015-04-18 17:07:19
192.168.1.116,e84e06202f97,21.41,53.37,2015-04-18 17:07:25
192.168.1.108,e84e06200f3b,22.24,44.44,2015-04-18 17:07:44
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:07:46
192.168.1.118,e84e06201c5d,27.01,38.68,2015-04-18 17:07:52
192.168.1.116,e84e06202f97,21.41,53.44,2015-04-18 17:07:58
192.168.1.108,e84e06200f3b,22.24,44.4,2015-04-18 17:08:17
192.168.1.105,e84e0626b99c,21.16,45.34,2015-04-18 17:08:19
192.168.1.118,e84e06201c5d,25.06,42.14,2015-04-18 17:08:25
192.168.1.116,e84e06202f97,21.43,53.44,2015-04-18 17:08:31
192.168.1.109,7cdd904a685c,19.5,51.62,2015-04-18 17:08:40
192.168.1.108,e84e06200f3b,22.23,44.44,2015-04-18 17:08:50
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:08:52
192.168.1.118,e84e06201c5d,23.61,45.08,2015-04-18 17:08:58
192.168.1.116,e84e06202f97,21.42,53.41,2015-04-18 17:09:04
192.168.1.110,7cdd907a7166,17.18,47.28,2015-04-18 17:09:13
192.168.1.120,aca21339ce2f,17.36,40.6,2015-04-18 17:09:18
192.168.1.121,aca21339cf83,17.18,40.29,2015-04-18 17:09:20
192.168.1.108,e84e06200f3b,22.23,44.44,2015-04-18 17:09:22
192.168.1.105,e84e0626b99c,21.14,45.37,2015-04-18 17:09:24
192.168.1.118,e84e06201c5d,22.66,47.54,2015-04-18 17:09:31
192.168.1.116,e84e06202f97,21.43,53.41,2015-04-18 17:09:37
192.168.1.108,e84e06200f3b,22.23,44.49,2015-04-18 17:09:55
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:09:57
192.168.1.118,e84e06201c5d,22.2,49.23,2015-04-18 17:10:03
192.168.1.116,e84e06202f97,21.44,53.44,2015-04-18 17:10:09
192.168.1.108,e84e06200f3b,22.23,44.49,2015-04-18 17:10:28
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:10:30
192.168.1.118,e84e06201c5d,21.92,49.27,2015-04-18 17:10:36
192.168.1.116,e84e06202f97,21.44,53.41,2015-04-18 17:10:42
192.168.1.108,e84e06200f3b,22.23,44.44,2015-04-18 17:11:01
192.168.1.105,e84e0626b99c,21.14,45.37,2015-04-18 17:11:02
192.168.1.118,e84e06201c5d,21.54,50.83,2015-04-18 17:11:06
192.168.1.116,e84e06202f97,21.45,53.41,2015-04-18 17:11:15
192.168.1.108,e84e06200f3b,22.24,44.49,2015-04-18 17:11:34
192.168.1.105,e84e0626b99c,21.14,45.41,2015-04-18 17:11:35
192.168.1.118,e84e06201c5d,21.18,52.89,2015-04-18 17:11:39
192.168.1.109,7cdd904a685c,19.43,51.3,2015-04-18 17:11:40
192.168.1.116,e84e06202f97,21.46,53.44,2015-04-18 17:11:48
192.168.1.108,e84e06200f3b,22.24,44.49,2015-04-18 17:12:06
192.168.1.105,e84e0626b99c,21.16,45.37,2015-04-18 17:12:08
192.168.1.118,e84e06201c5d,20.97,51.82,2015-04-18 17:12:13
192.168.1.110,7cdd907a7166,17.18,46.48,2015-04-18 17:12:14
192.168.1.120,aca21339ce2f,17.36,40.61,2015-04-18 17:12:18
192.168.1.116,e84e06202f97,21.46,53.41,2015-04-18 17:12:21
192.168.1.121,aca21339cf83,17.19,40.3,2015-04-18 17:12:21
192.168.1.108,e84e06200f3b,22.23,44.49,2015-04-18 17:12:39
192.168.1.105,e84e0626b99c,21.15,45.37,2015-04-18 17:12:40
192.168.1.118,e84e06201c5d,20.86,53.34,2015-04-18 17:12:45
192.168.1.116,e84e06202f97,21.47,53.45,2015-04-18 17:12:53
192.168.1.108,e84e06200f3b,22.22,44.44,2015-04-18 17:13:12
192.168.1.105,e84e0626b99c,21.14,45.37,2015-04-18 17:13:13
192.168.1.118,e84e06201c5d,21.05,54.21,2015-04-18 17:13:18
192.168.1.116,e84e06202f97,21.48,53.41,2015-04-18 17:13:24
192.168.1.108,e84e06200f3b,22.23,44.49,2015-04-18 17:13:44
192.168.1.105,e84e0626b99c,21.16,45.46,2015-04-18 17:13:46
192.168.1.118,e84e06201c5d,21.06,52.74,2015-04-18 17:13:49
192.168.1.116,e84e06202f97,21.48,53.45,2015-04-18 17:13:56
192.168.1.108,e84e06200f3b,22.23,44.44,2015-04-18 17:14:17
192.168.1.105,e84e0626b99c,21.15,45.42,2015-04-18 17:14:18
192.168.1.118,e84e06201c5d,20.9,52.99,2015-04-18 17:14:22
192.168.1.116,e84e06202f97,21.48,53.41,2015-04-18 17:14:29
192.168.1.109,7cdd904a685c,19.49,50.82,2015-04-18 17:14:40
192.168.1.108,e84e06200f3b,22.22,44.44,2015-04-18 17:14:50
192.168.1.105,e84e0626b99c,21.15,45.46,2015-04-18 17:14:51
192.168.1.118,e84e06201c5d,20.74,52.71,2015-04-18 17:14:55
192.168.1.116,e84e06202f97,21.48,53.41,2015-04-18 17:15:02
192.168.1.110,7cdd907a7166,17.2,49.33,2015-04-18 17:15:14
192.168.1.120,aca21339ce2f,17.36,40.67,2015-04-18 17:15:18
192.168.1.121,aca21339cf83,17.19,40.34,2015-04-18 17:15:21
192.168.1.108,e84e06200f3b,22.21,44.47,2015-04-18 17:15:23
192.168.1.105,e84e0626b99c,21.15,45.42,2015-04-18 17:15:24
192.168.1.118,e84e06201c5d,20.62,53.08,2015-04-18 17:15:27
192.168.1.116,e84e06202f97,21.49,53.45,2015-04-18 17:15:34
192.168.1.108,e84e06200f3b,22.23,44.49,2015-04-18 17:15:55
192.168.1.105,e84e0626b99c,21.14,45.37,2015-04-18 17:15:57
192.168.1.118,e84e06201c5d,20.5,53.85,2015-04-18 17:16:00
192.168.1.116,e84e06202f97,21.5,53.42,2015-04-18 17:16:07
192.168.1.108,e84e06200f3b,22.22,44.47,2015-04-18 17:16:28
192.168.1.105,e84e0626b99c,21.14,45.41,2015-04-18 17:16:29
192.168.1.118,e84e06201c5d,20.52,53.66,2015-04-18 17:16:33
192.168.1.116,e84e06202f97,21.5,53.45,2015-04-18 17:16:40
192.168.1.108,e84e06200f3b,22.22,44.47,2015-04-18 17:17:01
192.168.1.105,e84e0626b99c,21.14,45.41,2015-04-18 17:17:02
192.168.1.118,e84e06201c5d,20.57,54.05,2015-04-18 17:17:06
192.168.1.116,e84e06202f97,21.5,53.45,2015-04-18 17:17:13
192.168.1.105,e84e0626b99c,21.14,45.37,2015-04-18 17:17:32
192.168.1.108,e84e06200f3b,22.22,44.47,2015-04-18 17:17:33
192.168.1.118,e84e06201c5d,20.54,53.6,2015-04-18 17:17:38
192.168.1.109,7cdd904a685c,19.6,50.34,2015-04-18 17:17:41
192.168.1.116,e84e06202f97,21.51,53.45,2015-04-18 17:17:45
192.168.1.105,e84e0626b99c,21.15,45.46,2015-04-18 17:18:05
192.168.1.108,e84e06200f3b,22.21,44.47,2015-04-18 17:18:06
192.168.1.118,e84e06201c5d,20.84,53.37,2015-04-18 17:18:11
192.168.1.110,7cdd907a7166,17.24,53.66,2015-04-18 17:18:15
192.168.1.116,e84e06202f97,21.51,53.45,2015-04-18 17:18:18
192.168.1.120,aca21339ce2f,17.36,40.64,2015-04-18 17:18:19
192.168.1.121,aca21339cf83,17.19,40.37,2015-04-18 17:18:22
192.168.1.105,e84e0626b99c,21.15,45.46,2015-04-18 17:18:38
192.168.1.108,e84e06200f3b,22.22,44.47,2015-04-18 17:18:39
192.168.1.118,e84e06201c5d,20.94,55.13,2015-04-18 17:18:44
192.168.1.116,e84e06202f97,21.52,53.45,2015-04-18 17:18:51
192.168.1.105,e84e0626b99c,21.14,45.41,2015-04-18 17:19:10
192.168.1.108,e84e06200f3b,22.22,44.47,2015-04-18 17:19:12
192.168.1.118,e84e06201c5d,20.77,52.74,2015-04-18 17:19:17
